ts,val,sid
2022-03-01 03:50:37.837837837+00:00,1.8448341116287996,S01
2022-03-01 03:53:30.810810810+00:00,1.851498221089579,S01
2022-03-01 03:56:23.783783783+00:00,1.858027557681019,S01
2022-03-01 03:59:16.756756756+00:00,1.864421087957123,S01
2022-03-01 04:02:09.729729729+00:00,1.8706777999669573,S01
2022-03-01 04:05:02.702702702+00:00,1.8767967034148172,S01
2022-03-01 04:07:55.675675675+00:00,1.8827768298169714,S01
2022-03-01 04:10:48.648648648+00:00,1.8886172326549489,S01
2022-03-01 04:13:41.621621621+00:00,1.8943169875253516,S01
2022-03-01 04:16:34.594594594+00:00,1.899875192286168,S01
2022-03-01 04:19:27.567567567+00:00,1.9052909671995604,S01
2022-03-01 04:22:20.540540540+00:00,1.9105634550711068,S01
2022-03-01 04:25:13.513513513+00:00,1.915691821385478,S01
2022-03-01 04:28:06.486486486+00:00,1.9206752544385197,S01
2022-03-01 04:30:59.459459459+00:00,1.9255129654657277,S01
2022-03-01 04:33:52.432432432+00:00,1.9302041887670929,S01
2022-03-01 04:36:45.405405405+00:00,1.9347481818282923,S01
2022-03-01 04:39:38.378378378+00:00,1.9391442254382132,S01
2022-03-01 04:42:31.351351351+00:00,1.9433916238027873,S01
2022-03-01 04:45:24.324324324+00:00,1.9474897046551207,S01
2022-03-01 04:48:17.297297297+00:00,1.9514378193618962,S01
2022-03-01 04:51:10.270270270+00:00,1.9552353430260394,S01
2022-03-01 04:54:03.243243243+00:00,1.9588816745856241,S01
2022-03-01 04:56:56.216216216+00:00,1.9623762369090083,S01
2022-03-01 04:59:49.189189189+00:00,1.9657184768861797,S01
2022-03-01 05:02:42.162162162+00:00,1.968907865516301,S01
2022-03-01 05:05:35.135135135+00:00,1.9719438979914394,S01
2022-03-01 05:08:28.108108108+00:00,1.974826093776465,S01
2022-03-01 05:11:21.081081081+00:00,1.9775539966851092,S01
2022-03-01 05:14:14.054054054+00:00,1.9801271749521696,S01
2022-03-01 05:17:07.027027027+00:00,1.9825452213018466,S01
2022-03-01 05:20:00+00:00,1.9848077530122081,S01
2022-03-01 05:22:52.972972972+00:00,1.986902683300312,S01
2022-03-01 05:25:45.945945945+00:00,1.988854039917527,S01
2022-03-01 05:28:38.918918918+00:00,1.9906488833524278,S01
2022-03-01 05:31:31.891891891+00:00,1.9922869295219785,S01
2022-03-01 05:34:24.864864864+00:00,1.9937679191605964,S01
2022-03-01 05:37:17.837837837+00:00,1.995091617861188,S01
2022-03-01 05:40:10.810810810+00:00,1.9962578161122504,S01
2022-03-01 05:43:03.783783783+00:00,1.9972663293310322,S01
2022-03-01 05:45:56.756756756+00:00,1.9981169978927487,S01
2022-03-01 05:48:49.729729729+00:00,1.9988096871558467,S01
2022-03-01 05:51:42.702702702+00:00,1.9993442874833156,S01
2022-03-01 05:54:35.675675675+00:00,1.9997207142600404,S01
2022-03-01 05:57:28.648648648+00:00,1.9999389079061936,S01
2022-03-01 06:00:21.621621621+00:00,1.9999988338866665,S01
2022-03-01 06:03:14.594594594+00:00,1.9999004827165345,S01
2022-03-01 06:06:07.567567567+00:00,1.9996438699625592,S01
2022-03-01 06:09:00.540540540+00:00,1.999229036240723,S01
2022-03-01 06:11:53.513513513+00:00,1.9986560472098018,S01
2022-03-01 06:14:46.486486486+00:00,1.997924993560973,S01
2022-03-01 06:17:39.459459459+00:00,1.9970359910034596,S01
2022-03-01 06:20:32.432432432+00:00,1.9959891802462177,S01
2022-03-01 06:23:25.405405405+00:00,1.9947847269756642,S01
2022-03-01 06:26:18.378378378+00:00,1.9934228218294527,S01
2022-03-01 06:29:11.351351351+00:00,1.9919036803663013,S01
2022-03-01 06:32:04.324324324+00:00,1.9902275430318723,S01
2022-03-01 06:34:57.297297297+00:00,1.9883946751207158,S01
2022-03-01 06:37:50.270270270+00:00,1.9864053667342811,S01
2022-03-01 06:40:43.243243243+00:00,1.9842599327349983,S01
2022-03-01 06:43:36.216216216+00:00,1.9819587126964437,S01
2022-03-01 06:46:29.189189189+00:00,1.9795020708495925,S01
2022-03-01 06:49:22.162162162+00:00,1.9768903960251696,S01
2022-03-01 06:52:15.135135135+00:00,1.9741241015921065,S01
2022-03-01 06:55:08.108108108+00:00,1.971203625392115,S01
2022-03-01 06:58:01.081081081+00:00,1.9681294296703848,S01
2022-03-01 07:00:54.054054054+00:00,1.9649020010024227,S01
2022-03-01 07:03:47.027027027+00:00,1.961521850217038,S01
2022-03-01 07:06:40+00:00,1.957989512315489,S01
2022-03-01 07:09:32.972972972+00:00,1.9543272755834518,S01
2022-03-01 07:12:25.945945945+00:00,1.9504931360868816,S01
2022-03-01 07:15:18.918918918+00:00,1.94650855506963,S01
2022-03-01 07:18:11.891891891+00:00,1.9423741632005627,S01
2022-03-01 07:21:04.864864864+00:00,1.9380906148602068,S01
2022-03-01 07:23:57.837837837+00:00,1.9336585880371793,S01
2022-03-01 07:26:50.810810810+00:00,1.9290787842208748,S01
2022-03-01 07:29:43.783783783+00:00,1.9243519282904369,S01
2022-03-01 07:32:36.756756756+00:00,1.9194787684000265,S01
2022-03-01 07:35:29.729729729+00:00,1.9144600758604042,S01
2022-03-01 07:38:22.702702702+00:00,1.9092966450168518,S01
2022-03-01 07:41:15.675675675+00:00,1.9039892931234434,S01
2022-03-01 07:44:08.648648648+00:00,1.8985388602136934,S01
2022-03-01 07:47:01.621621621+00:00,1.8929462089675986,S01
2022-03-01 07:49:54.594594594+00:00,1.8872122245750944,S01
2022-03-01 07:52:47.567567567+00:00,1.8813378145959507,S01
2022-03-01 07:55:40.540540540+00:00,1.8753239088161249,S01
2022-03-01 07:58:33.513513513+00:00,1.8691714591005972,S01
2022-03-01 08:01:26.486486486+00:00,1.8628814392427135,S01
2022-03-01 08:04:19.459459459+00:00,1.8564548448100555,S01
2022-03-01 08:07:12.432432432+00:00,1.849892692986864,S01
2022-03-01 08:10:05.405405405+00:00,1.8431960224130428,S01
2022-03-01 08:12:58.378378378+00:00,1.8363658930197642,S01
2022-03-01 08:15:51.351351351+00:00,1.8294033858617085,S01
2022-03-01 08:18:44.324324324+00:00,1.8223096029459538,S01
2022-03-01 08:21:37.297297297+00:00,1.8150856670575568,S01
2022-03-01 08:24:30.270270270+00:00,1.8077327215818397,S01
2022-03-01 08:27:23.243243243+00:00,1.8002519303234177,S01
2022-03-01 08:30:16.216216216+00:00,1.7926444773219954,S01
2022-03-01 08:33:09.189189189+00:00,1.7849115666649629,S01
2022-03-01 08:36:02.162162162+00:00,1.7770544222968112,S01
2022-03-01 08:38:55.135135135+00:00,1.769074287825413,S01
2022-03-01 08:41:48.108108108+00:00,1.760972426325187,S01
2022-03-01 08:44:41.081081081+00:00,1.7527501201371813,S01
2022-03-01 08:47:34.054054054+00:00,1.7444086706661084,S01
2022-03-01 08:50:27.027027027+00:00,1.7359493981743612,S01
2022-03-01 08:53:19.999999999+00:00,1.7274235445498363,S01
2022-03-01 08:56:12.972972972+00:00,1.7187333227242654,S01
2022-03-01 08:59:05.945945945+00:00,1.7099293417036738,S01
2022-03-01 09:01:58.918918918+00:00,1.7010129949587145,S01
2022-03-01 09:04:51.891891891+00:00,1.6919856937449915,S01
2022-03-01 09:07:44.864864864+00:00,1.6828488668796835,S01
2022-03-01 09:10:37.837837837+00:00,1.6736039605153992,S01
2022-03-01 09:13:30.810810810+00:00,1.6642524379112817,S01
2022-03-01 09:16:23.783783783+00:00,1.654795779201409,S01
2022-03-01 09:19:16.756756756+00:00,1.6452354811605212,S01
2022-03-01 09:22:09.729729729+00:00,1.635573056967115,S01
2022-03-01 09:25:02.702702702+00:00,1.6258100359639442,S01
2022-03-01 09:27:55.675675675+00:00,1.6159479634159557,S01
2022-03-01 09:30:48.648648648+00:00,1.605988400265711,S01
2022-03-01 09:33:41.621621621+00:00,1.5959329228863268,S01
2022-03-01 09:36:34.594594594+00:00,1.5857831228319654,S01
2022-03-01 09:39:27.567567567+00:00,1.5755406065859316,S01
2022-03-01 09:42:20.540540540+00:00,1.5652069953064036,S01
2022-03-01 09:45:13.513513513+00:00,1.5547839245698367,S01
2022-03-01 09:48:06.486486486+00:00,1.5442730441120909,S01
2022-03-01 09:50:59.459459459+00:00,1.5336760175673168,S01
2022-03-01 09:53:52.432432432+00:00,1.5229945222046353,S01
2022-03-01 09:56:45.405405405+00:00,1.512230248662669,S01
2022-03-01 09:59:38.378378378+00:00,1.5013849006819484,S01
2022-03-01 10:02:31.351351351+00:00,1.4904601948352512,S01
2022-03-01 10:05:24.324324324+00:00,1.479457860255907,S01
2022-03-01 10:08:17.297297297+00:00,1.4683796383641128,S01
2022-03-01 10:11:10.270270270+00:00,1.4572272825913086,S01
2022-03-01 10:14:03.243243243+00:00,1.4460025581026477,S01
2022-03-01 10:16:56.216216216+00:00,1.434707241517608,S01
2022-03-01 10:19:49.189189189+00:00,1.4233431206288014,S01
2022-03-01 10:22:42.162162162+00:00,1.4119119941189968,S01
2022-03-01 10:25:35.135135135+00:00,1.4004156712764366,S01
2022-03-01 10:28:28.108108108+00:00,1.3888559717084654,S01
2022-03-01 10:31:21.081081081+00:00,1.3772347250535253,S01
2022-03-01 10:34:14.054054054+00:00,1.3655537706915684,S01
2022-03-01 10:37:07.027027027+00:00,1.353814957452924,S01
2022-03-01 10:40:00+00:00,1.3420201433256693,S01
2022-03-01 10:42:52.972972972+00:00,1.3302398381655576,S01
2022-03-01 10:45:45.945945945+00:00,1.3183389280525504,S01
2022-03-01 10:48:38.918918918+00:00,1.306387632102328,S01
2022-03-01 10:51:31.891891891+00:00,1.294387841934167,S01
2022-03-01 10:54:24.864864864+00:00,1.282341456842877,S01
2022-03-01 10:57:17.837837837+00:00,1.2702503834981882,S01
2022-03-01 11:00:10.810810810+00:00,1.2581165356429698,S01
2022-03-01 11:03:03.783783783+00:00,1.2459418337903256,S01
2022-03-01 11:05:56.756756756+00:00,1.2337282049196205,S01
2022-03-01 11:08:49.729729729+00:00,1.2214775821714872,S01
2022-03-01 11:11:42.702702702+00:00,1.209191904541846,S01
2022-03-01 11:14:35.675675675+00:00,1.1968731165750142,S01
2022-03-01 11:17:28.648648648+00:00,1.1845231680559232,S01
2022-03-01 11:20:21.621621621+00:00,1.1721440137015144,S01
2022-03-01 11:23:14.594594594+00:00,1.1597376128513512,S01
2022-03-01 11:26:07.567567567+00:00,1.1473059291574983,S01
2022-03-01 11:29:00.540540540+00:00,1.1348509302737235,S01
2022-03-01 11:31:53.513513513+00:00,1.122374587544059,S01
2022-03-01 11:34:46.486486486+00:00,1.1098788756907847,S01
2022-03-01 11:37:39.459459459+00:00,1.0973657725018742,S01
2022-03-01 11:40:32.432432432+00:00,1.084837258517956,S01
2022-03-01 11:43:25.405405405+00:00,1.0722953167188345,S01
2022-03-01 11:46:18.378378378+00:00,1.0597419322096377,S01
2022-03-01 11:49:11.351351351+00:00,1.0471790919066137,S01
2022-03-01 11:52:04.324324324+00:00,1.0346087842226452,S01
2022-03-01 11:54:57.297297297+00:00,1.0220329987525374,S01
2022-03-01 11:57:50.270270270+00:00,1.0094537259581011,S01
2022-03-01 12:00:43.243243243+00:00,0.9968729568531122,S01
2022-03-01 12:03:36.216216216+00:00,0.9842926826881795,S01
2022-03-01 12:06:29.189189189+00:00,0.9717148946355743,S01
2022-03-01 12:09:22.162162162+00:00,0.9591415834740706,S01
2022-03-01 12:12:15.135135135+00:00,0.9465747392738547,S01
2022-03-01 12:15:08.108108108+00:00,0.9340163510815369,S01
2022-03-01 12:18:01.081081081+00:00,0.9214684066053351,S01
2022-03-01 12:20:54.054054054+00:00,0.9089328919004628,S01
2022-03-01 12:23:47.027027027+00:00,0.8964117910547833,S01
2022-03-01 12:26:40+00:00,0.8839070858747698,S01
2022-03-01 12:29:32.972972972+00:00,0.8714928743154617,S01
2022-03-01 12:32:25.945945945+00:00,0.8590267718829763,S01
2022-03-01 12:35:18.918918918+00:00,0.8465829823173686,S01
2022-03-01 12:38:11.891891891+00:00,0.8341634751884909,S01
2022-03-01 12:41:04.864864864+00:00,0.8217702162228341,S01
2022-03-01 12:43:57.837837837+00:00,0.8094051669924021,S01
2022-03-01 12:46:50.810810810+00:00,0.7970702846042366,S01
2022-03-01 12:49:43.783783783+00:00,0.7847675213906523,S01
2022-03-01 12:52:36.756756756+00:00,0.772498824600224,S01
2022-03-01 12:55:29.729729729+00:00,0.7602661360895877,S01
2022-03-01 12:58:22.702702702+00:00,0.7480713920160823,S01
2022-03-01 13:01:15.675675675+00:00,0.7359165225313018,S01
2022-03-01 13:04:08.648648648+00:00,0.7238034514755993,S01
2022-03-01 13:07:01.621621621+00:00,0.7117340960735816,S01
2022-03-01 13:09:54.594594594+00:00,0.6997103666306581,S01
2022-03-01 13:12:47.567567567+00:00,0.687734166230686,S01
2022-03-01 13:15:40.540540540+00:00,0.6758073904347479,S01
2022-03-01 13:18:33.513513513+00:00,0.6639319269811346,S01
2022-03-01 13:21:26.486486486+00:00,0.652109655486557,S01
2022-03-01 13:24:19.459459459+00:00,0.640342447148641,S01
2022-03-01 13:27:12.432432432+00:00,0.6286321644497654,S01
2022-03-01 13:30:05.405405405+00:00,0.6169806608622705,S01
2022-03-01 13:32:58.378378378+00:00,0.6053897805550943,S01
2022-03-01 13:35:51.351351351+00:00,0.5938613581018841,S01
2022-03-01 13:38:44.324324324+00:00,0.5823972181906252,S01
2022-03-01 13:41:37.297297297+00:00,0.5709991753348319,S01
2022-03-01 13:44:30.270270270+00:00,0.5596690335863546,S01
2022-03-01 13:47:23.243243243+00:00,0.5484085862498354,S01
2022-03-01 13:50:16.216216216+00:00,0.5372196155988721,S01
2022-03-01 13:53:09.189189189+00:00,0.5261038925939234,S01
2022-03-01 13:56:02.162162162+00:00,0.5150631766020033,S01
2022-03-01 13:58:55.135135135+00:00,0.5040992151182191,S01
2022-03-01 14:01:48.108108108+00:00,0.4932137434891759,S01
2022-03-01 14:04:41.081081081+00:00,0.4824084846383172,S01
2022-03-01 14:07:34.054054054+00:00,0.471685148793218,S01
2022-03-01 14:10:27.027027027+00:00,0.4610454332149011,S01
2022-03-01 14:13:20+00:00,0.450491021929194,S01
2022-03-01 14:16:12.972972972+00:00,0.4400838377827486,S01
2022-03-01 14:19:05.945945945+00:00,0.42970451583318936,S01
2022-03-01 14:21:58.918918918+00:00,0.41941545873312536,S01
2022-03-01 14:24:51.891891891+00:00,0.40921829500709683,S01
2022-03-01 14:27:44.864864864+00:00,0.39911463863500374,S01
2022-03-01 14:30:37.837837837+00:00,0.38910608879665254,S01
2022-03-01 14:33:30.810810810+00:00,0.37919422961864113,S01
2022-03-01 14:36:23.783783783+00:00,0.3693806299236261,S01
2022-03-01 14:39:16.756756756+00:00,0.3596668429820158,S01
2022-03-01 14:42:09.729729729+00:00,0.3500544062661226,S01
2022-03-01 14:45:02.702702702+00:00,0.34054484120681283,S01
2022-03-01 14:47:55.675675675+00:00,0.3311396529527042,S01
2022-03-01 14:50:48.648648648+00:00,0.3218403301319296,S01
2022-03-01 14:53:41.621621621+00:00,0.3126483446165246,S01
2022-03-01 14:56:34.594594594+00:00,0.3035651512894608,S01
2022-03-01 14:59:27.567567567+00:00,0.2945921878143736,S01
2022-03-01 15:02:20.540540540+00:00,0.2857308744080095,S01
2022-03-01 15:05:13.513513513+00:00,0.27698261361544185,S01
2022-03-01 15:08:06.486486486+00:00,0.26834879008807566,S01
2022-03-01 15:10:59.459459459+00:00,0.25983077036449087,S01
2022-03-01 15:13:52.432432432+00:00,0.25142990265415077,S01
2022-03-01 15:16:45.405405405+00:00,0.2431475166240099,S01
2022-03-01 15:19:38.378378378+00:00,0.2349849231880573,S01
2022-03-01 15:22:31.351351351+00:00,0.22694341429983045,S01
2022-03-01 15:25:24.324324324+00:00,0.21902426274792763,S01
2022-03-01 15:28:17.297297297+00:00,0.2112287219545521,S01
2022-03-01 15:31:10.270270270+00:00,0.20355802577712756,S01
2022-03-01 15:34:03.243243243+00:00,0.19601338831300363,S01
2022-03-01 15:36:56.216216216+00:00,0.18859600370729335,S01
2022-03-01 15:39:49.189189189+00:00,0.18130704596386626,S01
2022-03-01 15:42:42.162162162+00:00,0.17414766875952936,S01
2022-03-01 15:45:35.135135135+00:00,0.16711900526142853,S01
2022-03-01 15:48:28.108108108+00:00,0.16022216794769206,S01
2022-03-01 15:51:21.081081081+00:00,0.15345824843135103,S01
2022-03-01 15:54:14.054054054+00:00,0.14682831728756196,S01
2022-03-01 15:57:07.027027027+00:00,0.14033342388415915,S01
2022-03-01 16:00:00+00:00,0.13397459621556151,S01
2022-03-01 16:02:52.972972972+00:00,0.12778840888063037,S01
2022-03-01 16:05:45.945945945+00:00,0.12170390955601218,S01
2022-03-01 16:08:38.918918918+00:00,0.11575842459608243,S01
2022-03-01 16:11:31.891891891+00:00,0.1099528950363583,S01
2022-03-01 16:14:24.864864864+00:00,0.1042882397605871,S01
2022-03-01 16:17:17.837837837+00:00,0.09876535535531072,S01
2022-03-01 16:20:10.810810810+00:00,0.09338511596795607,S01
2022-03-01 16:23:03.783783783+00:00,0.08814837316847435,S01
2022-03-01 16:25:56.756756756+00:00,0.08305595581456138,S01
2022-03-01 16:28:49.729729729+00:00,0.0781086699204665,S01
2022-03-01 16:31:42.702702702+00:00,0.07330729852941642,S01
2022-03-01 16:34:35.675675675+00:00,0.06865260158968034,S01
2022-03-01 16:37:28.648648648+00:00,0.06414531583428595,S01
2022-03-01 16:40:21.621621621+00:00,0.05978615466441184,S01
2022-03-01 16:43:14.594594594+00:00,0.055575808036471,S01
2022-03-01 16:46:07.567567567+00:00,0.05151494235290799,S01
2022-03-01 16:49:00.540540540+00:00,0.04760420035672175,S01
2022-03-01 16:51:53.513513513+00:00,0.04384420102973419,S01
2022-03-01 16:54:46.486486486+00:00,0.040235539494619,S01
2022-03-01 16:57:39.459459459+00:00,0.03677878692070724,S01
2022-03-01 17:00:32.432432432+00:00,0.033474490433584636,S01
2022-03-01 17:03:25.405405405+00:00,0.0303231730284943,S01
2022-03-01 17:06:18.378378378+00:00,0.027325333487556946,S01
2022-03-01 17:09:11.351351351+00:00,0.024481446300826715,S01
2022-03-01 17:12:04.324324324+00:00,0.02179196159118868,S01
2022-03-01 17:14:57.297297297+00:00,0.019257305043115847,S01
2022-03-01 17:17:50.270270270+00:00,0.016877877835292154,S01
2022-03-01 17:20:43.243243243+00:00,0.014654056577115715,S01
2022-03-01 17:23:36.216216216+00:00,0.012586193249088606,S01
2022-03-01 17:26:29.189189189+00:00,0.010674615147108324,S01
2022-03-01 17:29:22.162162162+00:00,0.008919624830662443,S01
2022-03-01 17:32:15.135135135+00:00,0.0073215000749417,S01
2022-03-01 17:35:08.108108108+00:00,0.005880493826873834,S01
2022-03-01 17:38:01.081081081+00:00,0.004596834165087493,S01
2022-03-01 17:40:54.054054054+00:00,0.0034707242638134517,S01
2022-03-01 17:43:47.027027027+00:00,0.0025023423607258843,S01
2022-03-01 17:46:39.999999999+00:00,0.001696072779784119,S01
2022-03-01 17:49:32.972972972+00:00,0.0010426680318774695,S01
2022-03-01 17:52:25.945945945+00:00,0.0005473755884273235,S01
2022-03-01 17:55:18.918918918+00:00,0.00021027384300176255,S01
2022-03-01 17:58:11.891891891+00:00,3.141615116686314e-05,S01
2022-03-01 18:01:04.864864864+00:00,1.0830822041230093e-05,S01
2022-03-01 18:03:57.837837837+00:00,0.00014852111381613575,S01
2022-03-01 18:06:50.810810810+00:00,0.00044446523323893317,S01
2022-03-01 18:09:43.783783783+00:00,0.0008986163390631852,S01
2022-03-01 18:12:36.756756756+00:00,0.0015109025494620676,S01
2022-03-01 18:15:29.729729729+00:00,0.002281226953405713,S01
2022-03-01 18:18:22.702702702+00:00,0.003209467626000384,S01
2022-03-01 18:21:15.675675675+00:00,0.004295477647785928,S01
2022-03-01 18:24:08.648648648+00:00,0.005539085127990173,S01
2022-03-01 18:27:01.621621621+00:00,0.006940093231735278,S01
2022-03-01 18:29:54.594594594+00:00,0.008498280211191811,S01
2022-03-01 18:32:47.567567567+00:00,0.010213399440677118,S01
2022-03-01 18:35:40.540540540+00:00,0.012085179455689765,S01
2022-03-01 18:38:33.513513513+00:00,0.01411332399587717,S01
2022-03-01 18:41:26.486486486+00:00,0.01629751205192631,S01
2022-03-01 18:44:19.459459459+00:00,0.018637397916371867,S01
2022-03-01 18:47:12.432432432+00:00,0.021132611238315002,S01
2022-03-01 18:50:05.405405405+00:00,0.023782757082039807,S01
2022-03-01 18:52:58.378378378+00:00,0.026587415989524854,S01
2022-03-01 18:55:51.351351351+00:00,0.02954614404683198,S01
2022-03-01 18:58:44.324324324+00:00,0.03265847295436841,S01
2022-03-01 19:01:37.297297297+00:00,0.03592391010100926,S01
2022-03-01 19:04:30.270270270+00:00,0.03934193864206459,S01
2022-03-01 19:07:23.243243243+00:00,0.04291201758108498,S01
2022-03-01 19:10:16.216216216+00:00,0.046633581855489714,S01
2022-03-01 19:13:09.189189189+00:00,0.05050604242600254,S01
2022-03-01 19:16:02.162162162+00:00,0.05452878636988412,S01
2022-03-01 19:18:55.135135135+00:00,0.058701176977943526,S01
2022-03-01 19:21:48.108108108+00:00,0.06302255385531297,S01
2022-03-01 19:24:41.081081081+00:00,0.06749223302597618,S01
2022-03-01 19:27:34.054054054+00:00,0.07210950704102537,S01
2022-03-01 19:30:27.027027027+00:00,0.07687364509063366,S01
2022-03-01 19:33:20+00:00,0.08178389311972578,S01
2022-03-01 19:36:12.972972972+00:00,0.08680983484516047,S01
2022-03-01 19:39:05.945945945+00:00,0.09200911518183352,S01
2022-03-01 19:41:58.918918918+00:00,0.09735210989611831,S01
2022-03-01 19:44:51.891891891+00:00,0.10283797331304922,S01
2022-03-01 19:47:44.864864864+00:00,0.1084658371447832,S01
2022-03-01 19:50:37.837837837+00:00,0.11423481062803054,S01
2022-03-01 19:53:30.810810810+00:00,0.12014398066504206,S01
2022-03-01 19:56:23.783783783+00:00,0.12619241196813114,S01
2022-03-01 19:59:16.756756756+00:00,0.1323791472077085,S01
2022-03-01 20:02:09.729729729+00:00,0.13870320716380724,S01
2022-03-01 20:05:02.702702702+00:00,0.14516359088106912,S01
2022-03-01 20:07:55.675675675+00:00,0.15175927582717752,S01
2022-03-01 20:10:48.648648648+00:00,0.1584892180546933,S01
2022-03-01 20:13:41.621621621+00:00,0.16535235236629597,S01
2022-03-01 20:16:34.594594594+00:00,0.1723475924833756,S01
2022-03-01 20:19:27.567567567+00:00,0.17947383121796723,S01
2022-03-01 20:22:20.540540540+00:00,0.18672994064799442,S01
2022-03-01 20:25:13.513513513+00:00,0.19411477229579266,S01
